dataId,label,accX,accY,accZ,gryoX,gyroY,gyroZ
32,idle,-9.0592,0.0766,4.1109,0.20594,-2.40263,-0.27459
33,idle,-9.4804,-1.7085,1.6606,-16.26923,-8.58082,-4.59932
33,idle,-9.5186,-1.718,1.7707,-15.0336,-7.07059,-5.35443
33,idle,-9.5282,-1.5936,1.6463,-13.31743,-5.28578,-4.46203
33,idle,-9.5043,-1.6558,1.6367,-12.63097,-4.73661,-3.84421
33,idle,-9.4516,-1.6989,1.5745,-11.60127,-4.94255,-3.56962
33,idle,-9.4995,-1.6989,1.5984,-10.36563,-4.59932,-3.43233
33,idle,-9.5569,-1.7372,1.5553,-8.78676,-4.39338,-3.08909
33,idle,-9.6239,-1.7803,1.5314,-7.41383,-4.73661,-2.33398
33,idle,-9.6287,-1.7755,1.5793,-7.07059,-5.76631,-1.09834
33,idle,-9.5856,-1.7276,1.608,-6.79601,-7.07059,-0.34323
33,idle,-9.6096,-1.7133,1.6654,-6.59007,-7.963,-0.41188
33,idle,-9.6526,-1.6175,1.7468,-6.72736,-8.92405,-1.0297
33,idle,-9.6191,-1.5984,1.8999,-7.41383,-10.57157,-1.44158
33,idle,-9.5378,-1.5075,2.0291,-8.37488,-11.80721,-1.23564
33,idle,-9.4421,-1.5075,2.1153,-8.23759,-11.73856,-0.96105
33,idle,-9.3799,-1.5314,2.1918,-8.23759,-10.64022,-1.37293
33,idle,-9.3559,-1.5458,2.2301,-7.07059,-8.9927,-1.30428
33,idle,-9.4038,-1.584,2.3354,-6.59007,-7.75706,-0.68647
33,idle,-9.4708,-1.5697,2.4598,-7.27653,-7.00195,0.27459
33,idle,-9.4421,-1.4836,2.455,-8.37488,-7.34518,2.88316
33,idle,-9.399,-1.4213,2.3641,-8.51217,-8.16894,5.62902
33,idle,-9.4421,-1.4883,2.3306,-7.75706,-8.92405,7.55112
33,idle,-9.667,-1.4883,2.3928,-7.07059,-9.06134,8.78676
33,idle,-9.7579,-1.3639,2.6082,-6.65872,-8.51217,9.74781
33,idle,-9.7388,-1.206,2.6704,-6.38413,-8.16894,11.46397
33,idle,-9.6096,-1.1677,2.6082,-3.9815,-8.64947,12.56232
33,idle,-9.6335,-1.2347,2.6177,-1.71616,-9.81646,11.32668
33,idle,-9.4899,-1.206,2.656,0.61782,-9.67916,12.56232
33,idle,-9.3799,-1.3256,2.613,2.47128,-8.92405,11.66991
33,idle,-9.2507,-1.3256,2.5651,2.26534,-7.48247,11.9445
33,idle,-9.2315,-1.3591,2.6847,3.43233,-7.27653,11.60127
33,idle,-9.1741,-1.3783,2.5412,4.80526,-4.59932,10.57157
33,idle,-9.3224,-1.4548,2.6895,5.49172,-2.81451,9.40458
33,idle,-9.4756,-1.3543,2.747,4.8739,-1.57887,8.92405
33,idle,-9.5139,-1.3208,2.7326,4.25609,-0.75511,8.10029
33,idle,-9.3607,-1.3161,2.6177,4.59932,-0.27459,6.79601
33,idle,-9.2124,-1.2682,2.5651,5.14849,0.41188,6.38413
33,idle,-9.1789,-1.3496,2.5125,6.10954,2.67722,5.56037
33,idle,-9.1741,-1.4166,2.546,7.13924,5.56037,2.67722
33,idle,-9.1932,-1.4261,2.5125,8.37488,8.78676,0
33,idle,-9.1214,-1.4357,2.5029,9.40458,12.15044,-3.08909
33,idle,-9.1454,-1.5123,2.5077,9.06134,14.48442,-6.10954
33,idle,-9.2315,-1.517,2.5364,8.37488,16.81841,-8.64947
33,idle,-9.4756,-1.5458,2.6752,7.34518,19.01509,-11.60127
33,idle,-9.6574,-1.4788,2.7517,4.25609,19.77021,-14.55307
33,idle,-9.7484,-1.3878,2.7278,1.57887,18.94645,-15.58277
33,idle,-9.7579,-1.2873,2.5507,0,16.81841,-14.8963
33,idle,-9.8297,-1.3161,2.546,-1.71616,14.14119,-13.38608
33,idle,-9.8058,-1.3352,2.5412,-3.70691,10.98345,-12.28773
33,idle,-9.6957,-1.273,2.5125,-4.80526,9.12999,-10.70886
34,idle,-9.801,-0.0191,1.6463,-0.89241,-2.9518,2.40263
34,idle,-9.7484,-0.0431,1.7085,-0.48053,-3.36368,1.64752
34,idle,-9.7771,0.0239,1.651,-1.0297,-3.29503,1.9221
34,idle,-9.8201,-0.0144,1.7276,-0.96105,-3.56962,1.85346
34,idle,-9.6814,0,1.6702,-0.89241,-4.46203,1.99075
34,idle,-9.7149,0.0814,1.6606,-0.54917,-3.50097,2.47128
34,idle,-9.7292,0.0718,1.6319,0,-3.02045,1.9221
34,idle,-9.8058,-0.0431,1.608,-0.34323,-2.19669,1.37293
34,idle,-9.7484,-0.1149,1.6941,0,-1.30428,0.75511
34,idle,-9.6383,-0.0144,1.7037,-1.44158,-0.82376,1.16699
34,idle,-9.868,0.2489,1.718,-2.0594,-1.64752,1.51022
34,idle,-9.9541,0.2584,1.6845,-2.88316,-2.88316,2.81451
34,idle,-9.9111,0.2249,1.6798,-3.50097,-4.05015,3.15774
34,idle,-9.801,0.1005,1.6606,-3.56962,-4.73661,3.08909
34,idle,-9.6957,0.0096,1.6845,-4.32473,-4.39338,3.36368
34,idle,-9.6766,0.0191,1.7037,-4.8739,-3.9815,4.32473
34,idle,-9.7914,0.1101,1.6654,-4.73661,-3.84421,4.46203
34,idle,-9.7866,0.1388,1.6463,-4.59932,-4.18744,5.21714
34,idle,-9.801,0.1627,1.7276,-4.94255,-4.59932,4.73661
34,idle,-9.7196,0.2345,1.6702,-4.39338,-4.18744,5.62902
34,idle,-9.7723,0.1962,1.7133,-5.0112,-4.25609,6.65872
34,idle,-9.801,0.1436,1.7276,-5.35443,-4.8739,6.45278
34,idle,-9.734,0.2201,1.7037,-4.53067,-5.35443,5.9036
34,idle,-9.7196,0.2393,1.7133,-3.9815,-5.49172,5.56037
34,idle,-9.7436,0.1531,1.7468,-4.05015,-5.49172,5.35443
34,idle,-9.7866,0.2776,1.742,-3.9815,-5.62902,6.17819
34,idle,-11.0213,0.3494,1.7707,-3.84421,-5.76631,6.79601
34,idle,-9.8058,0.3781,1.7803,-4.25609,-5.97225,7.55112
34,idle,-9.7771,0.4307,1.7994,-4.46203,-6.79601,7.61977
34,idle,-9.7914,0.4164,1.8473,-4.39338,-7.48247,7.68841
34,idle,-9.7579,0.4403,1.8712,-4.53067,-7.68841,7.963
34,idle,-9.7436,0.4164,1.8855,-4.73661,-7.82571,8.30623
34,idle,-9.6479,0.402,1.9143,-4.94255,-7.61977,8.30623
34,idle,-9.7292,0.4164,1.943,-4.59932,-7.48247,8.03165
34,idle,-9.6766,0.4355,1.9717,-4.05015,-7.34518,7.82571
34,idle,-9.667,0.4929,1.986,-3.84421,-7.34518,7.07059
34,idle,-9.6431,0.5264,2.0148,-3.50097,-7.34518,7.00195
34,idle,-9.7005,0.5647,2.053,-3.36368,-7.48247,7.07059
34,idle,-9.6526,0.6221,2.0578,-3.43233,-7.75706,6.38413
34,idle,-9.6814,0.6173,2.0865,-3.29503,-7.61977,6.72736
34,idle,-9.667,0.6461,2.144,-3.36368,-7.48247,7.13924
34,idle,-9.6574,0.6652,2.1823,-3.36368,-7.55112,6.45278
34,idle,-9.6144,0.7131,2.1966,-2.53992,-8.44353,5.69766
34,idle,-9.6526,0.7083,2.2205,-1.09834,-8.58082,5.14849
34,idle,-9.6335,0.6556,2.187,-0.27459,-8.23759,4.59932
34,idle,-9.6239,0.67,2.2062,0.61782,-9.12999,4.73661
34,idle,-9.6287,0.7274,2.1823,1.16699,-8.37488,5.21714
34,idle,-9.5761,0.7226,2.2205,2.0594,-8.03165,4.8739
34,idle,-9.5426,0.8327,2.211,2.33398,-7.68841,4.80526
34,idle,-9.6239,0.7992,2.2493,2.19669,-7.89435,3.77556
35,fallforward,-8.6285,-0.536,4.5416,40.63876,3.02045,-27.04674
35,fallforward,-8.5711,-0.4834,4.4698,46.19913,1.85346,-28.14509
35,fallforward,-8.4371,-0.4834,4.6086,51.14168,0.13729,-27.25268
35,fallforward,-8.6094,-0.2871,4.7952,52.72055,4.11879,-26.22298
35,fallforward,-8.5711,-0.1484,4.6995,58.21227,8.64947,-26.63486
35,fallforward,-8.3749,0.0287,4.4028,63.56671,11.39533,-26.36028
35,fallforward,-7.3603,-0.1005,4.7904,64.80234,10.9148,-24.16358
35,fallforward,-8.4227,-0.0431,4.4602,65.69474,11.60127,-24.98734
35,fallforward,-8.5376,-0.067,4.4267,65.35151,14.62171,-29.38072
35,fallforward,-8.3797,-0.0526,4.4076,61.23272,17.64216,-33.08764
35,fallforward,-8.284,-0.2441,4.398,55.94694,18.53457,-33.08764
35,fallforward,-7.9968,-0.3446,4.2879,50.45522,17.8481,-24.85005
35,fallforward,-7.2598,-0.0861,3.7854,48.53311,12.35638,-16.81841
35,fallforward,-6.542,0.4307,3.3643,47.91529,7.48247,-14.8963
35,fallforward,-5.5992,0.6365,2.6465,46.26778,10.0224,-13.31743
35,fallforward,-5.1446,0.4546,2.144,52.51461,13.45472,-13.38608
35,fallforward,-5.3695,0.0191,2.4837,64.80234,21.21178,-10.9148
35,fallforward,-5.6901,-0.3254,3.0532,72.97129,27.38997,-8.92405
35,fallforward,-6.073,0.0574,2.5986,78.66895,35.90215,-11.87585
35,fallforward,-6.3841,0.1484,2.2253,86.42601,48.25852,-17.36758
35,fallforward,-6.3171,-0.2345,2.7613,87.66165,56.97664,-23.20253
35,fallforward,-6.207,-0.4307,3.3356,72.5594,57.45717,-31.30283
35,fallforward,-6.3123,-0.0909,2.8379,50.86709,58.41821,-37.82425
35,fallforward,-7.3364,0.3876,2.3163,37.41237,68.78384,-47.43477
35,fallforward,-8.3701,0.5264,2.3115,36.45132,79.56135,-64.66505
35,fallforward,-8.2552,0.5743,2.7996,25.87975,70.77459,-77.43331
35,fallforward,-7.456,0.8758,2.3928,7.20789,70.43136,-68.64655
35,fallforward,-7.4177,1.5362,1.6175,-9.19864,68.50926,-64.18452
35,fallforward,-7.1593,1.2443,1.4692,-17.29893,75.37391,-82.10128
35,fallforward,-6.6138,1.7707,1.742,-27.45862,79.14948,-96.51705
35,fallforward,-6.0012,2.3306,0.3111,-39.74635,94.32036,-105.23516
35,fallforward,-5.6758,2.2158,-0.2393,-18.32863,102.55795,-100.01802
35,fallforward,-6.0969,-0.7274,-0.0526,-5.97225,103.03848,-143.74587
35,fallforward,-5.9773,0.4164,0.1771,-15.30818,107.36321,-142.51024
35,fallforward,-5.6375,0.3111,0.3589,-26.15434,88.34811,-103.99952
35,fallforward,-4.1731,0.201,-0.2154,-2.74586,93.29066,-85.05308
35,fallforward,-6.6042,-0.2919,1.809,12.69961,106.74539,-86.22007
35,fallforward,-6.987,1.2156,0.9428,-30.34178,109.5599,-89.58375
35,fallforward,-5.7523,0.1388,-6.9009,-23.33983,138.59739,-86.28871
35,fallforward,-4.8622,-7.2168,-9.9494,26.29163,170.03751,-78.11978
35,fallforward,-7.0636,-12.1795,-4.8622,32.46982,158.91677,-36.45132
35,fallforward,-8.8869,-13.529,-8.8056,7.27653,119.85688,-31.50877
35,fallforward,-6.8339,-11.8397,-9.399,-2.88316,85.32767,-75.57985
35,fallforward,-7.5661,-8.016,-10.203,-23.95765,158.23031,-54.7113
35,fallforward,-8.1308,-9.3224,-8.9252,-60.34032,170.51804,-87.93623
35,fallforward,-5.4509,-12.0215,-7.279,-106.74539,158.71083,-158.64219
35,fallforward,-4.4937,-9.8584,-9.8393,-154.38608,123.63243,-114.63975
35,fallforward,-7.925,-11.5286,-9.3464,-115.87538,124.59349,-134.06672
35,fallforward,-10.3561,-7.2215,-8.3462,-126.79017,117.2483,-192.8968
35,fallforward,-7.0445,-7.8628,-8.9396,-141.96106,84.57255,-184.11006
35,fallforward,-2.723,-11.0118,-8.327,-169.07646,43.86515,-160.83887
35,fallforward,-1.5984,-11.1218,-10.7868,-157.61249,20.9372,-128.16311
35,fallforward,2.1775,-11.787,-13.3567,-59.8598,45.58131,-115.87538
35,fallforward,4.0678,-9.9876,-12.0072,46.26778,119.44501,-87.18112
35,fallforward,1.3735,-6.8195,-8.0782,37.96154,101.73419,-30.34178
35,fallforward,-2.5986,-6.5659,-10.5236,-34.32328,91.29991,-55.32912
35,fallforward,-0.4786,-9.8824,-9.2267,32.60711,98.02728,-58.55551
35,fallforward,4.0917,-10.1886,-11.1218,19.83885,82.44451,-44.41432
35,fallforward,7.1067,-6.2692,-11.2893,53.61295,68.7152,-42.97274
35,fallforward,0.3159,-1.8999,-10.3226,-17.36758,95.41871,-24.02629
35,fallforward,-1.4548,-16.7593,-11.8205,-38.57936,100.42991,-81.89534
36,idle,-9.2985,-3.1537,1.4022,11.25803,0.34323,6.45278
36,idle,-9.3416,-3.0245,1.4405,9.95375,-1.30428,7.963
36,idle,-9.3272,-2.9192,1.4692,8.9927,-3.36368,8.78676
36,idle,-9.4134,-2.8475,1.5984,6.9333,-5.0112,10.50292
36,idle,-9.4325,-2.6656,1.5936,4.94255,-5.62902,12.42503
36,idle,-9.5139,-2.6704,1.7468,6.38413,-5.83496,12.28773
36,idle,-9.3847,-2.479,1.584,5.69766,-4.25609,13.31743
36,idle,-9.466,-2.522,1.6558,5.14849,-3.70691,13.72931
36,idle,-9.4181,-2.3593,1.6271,4.8739,-3.22639,14.8963
36,idle,-9.5139,-2.254,1.718,4.32473,-3.50097,14.48442
36,idle,-9.5856,-2.187,1.8855,3.91285,-3.36368,13.38608
36,idle,-9.5043,-1.9573,1.9382,2.60857,-3.91285,14.69036
36,idle,-9.4421,-1.7707,1.986,0.96105,-5.07984,16.81841
36,idle,-9.5234,-1.742,1.986,0.34323,-6.17819,17.02435
36,idle,-9.5809,-1.785,2.0578,0.41188,-5.49172,16.47517
36,idle,-9.4804,-1.7946,2.0626,0.34323,-4.18744,15.37683
36,idle,-9.4181,-1.7468,2.0387,0.48053,-3.29503,13.38608
36,idle,-9.4469,-1.6845,2.0291,0.48053,-2.53992,12.01315
36,idle,-9.5139,-1.718,2.1153,0.20594,-2.74586,10.43428
36,idle,-9.6239,-1.675,2.1823,-1.23564,-3.15774,8.58082
36,idle,-9.6574,-1.651,2.2732,-2.0594,-3.77556,7.61977
36,idle,-9.6048,-1.4596,2.144,-2.26534,-3.77556,7.963
36,idle,-9.5234,-1.4931,2.1488,-0.68647,-3.70691,8.10029
36,idle,-9.7531,-1.6128,2.2205,-2.12804,-3.63827,7.27653
36,idle,-9.5426,-1.6032,2.3163,-1.44158,-3.29503,6.10954
36,idle,-9.5426,-1.5553,2.2732,17.29893,-2.12804,3.91285
36,idle,-9.5426,-1.5936,2.2875,0.68647,-0.89241,1.78481
36,idle,-9.5904,-1.6367,2.321,0.54917,0,1.44158
36,idle,-9.6909,-1.6558,2.3689,0,0.61782,1.37293
36,idle,-9.7771,-1.5553,2.4168,-0.68647,0.75511,1.37293
36,idle,-9.6096,-1.474,2.388,-1.99075,0.54917,1.9221
36,idle,-9.5856,-1.4405,2.3545,-2.0594,-0.41188,2.19669
36,idle,-9.5043,-1.5123,2.3067,-1.9221,-0.41188,1.23564
36,idle,-9.4564,-1.608,2.3019,-2.26534,0.61782,-0.13729
36,idle,-9.3894,-1.6128,2.254,-2.67722,2.19669,-1.71616
36,idle,-9.3894,-1.6128,2.2158,-2.88316,3.56962,-3.08909
36,idle,-9.466,-1.6175,2.187,-2.9518,4.73661,-4.11879
36,idle,-9.5234,-1.6845,2.2158,-2.40263,6.10954,-5.83496
36,idle,-9.6191,-1.7515,2.1679,-1.37293,7.34518,-8.51217
36,idle,-9.7149,-1.7085,2.1153,-0.96105,8.58082,-9.61052
36,idle,-9.6287,-1.6989,2.0052,-1.51022,8.58082,-8.51217
36,idle,-9.5713,-1.7994,1.919,-1.23564,7.27653,-8.10029
36,idle,-9.5521,-1.8377,1.919,-0.48053,6.38413,-8.44353
36,idle,-9.4804,-1.8138,1.8712,0.27459,6.72736,-8.03165
36,idle,-9.4516,-1.7994,1.7563,2.0594,7.55112,-8.44353
36,idle,-9.4708,-1.9669,1.6558,3.91285,8.30623,-8.51217
36,idle,-9.5091,-2.0339,1.6128,5.07984,9.06134,-8.71811
36,idle,-9.5809,-2.0052,1.5745,5.35443,9.74781,-8.71811
36,idle,-9.5521,-2.0291,1.5218,6.65872,10.36563,-9.61052
36,idle,-9.5713,-2.1631,1.4261,8.10029,10.22834,-10.57157
37,fallforward,-7.0205,1.1773,4.4315,4.05015,50.86709,-38.92259
37,fallforward,-6.1735,0.8136,3.9673,6.17819,58.48686,-41.46252
37,fallforward,-5.5801,0.1053,3.7232,4.11879,59.79115,-45.7186
37,fallforward,-4.5176,0.9954,2.7517,0.41188,63.90994,-50.04333
37,fallforward,-3.9482,0.6939,2.7709,5.69766,75.71714,-49.42552
37,fallforward,-5.1302,-0.9667,3.1968,-5.0112,85.05308,-40.50146
37,fallforward,-7.547,-1.7946,-2.5938,-38.64801,114.77704,-25.94839
37,fallforward,-9.2076,-6.0203,-3.594,10.98345,122.53409,-15.99465
37,fallforward,-10.8873,-8.6189,-1.9047,21.8296,122.94597,-6.38413
37,fallforward,-10.2461,-9.2124,-2.7517,-20.18209,124.52484,-29.24343
37,fallforward,-9.1789,-6.8913,-3.8094,-75.92308,156.72007,-34.18598
37,fallforward,-10.9448,-5.6518,-3.996,-51.69085,162.14315,-7.963
37,fallforward,-8.9539,-6.9727,-4.7761,-50.59251,174.98005,-27.93914
37,fallforward,-11.3563,-7.6666,-5.0441,-64.66505,154.59203,-49.97469
37,fallforward,-8.8056,-6.8483,-6.3745,33.70546,147.04092,-49.90604
37,fallforward,-8.3318,-6.3027,-6.3218,38.85395,142.57888,-26.97809
37,fallforward,-8.2026,-9.0497,-5.9055,19.42697,149.44354,-17.43622
37,fallforward,-8.1787,-10.9304,-5.2068,-43.11003,148.82572,-61.37002
37,fallforward,-8.0686,-6.8818,-6.2261,-111.96252,148.4825,-76.26631
37,fallforward,-8.2409,-4.3597,-5.9677,-96.92892,141.75513,-73.79504
37,fallforward,-8.0734,-2.9145,-9.131,-70.98053,112.71764,-61.6446
37,fallforward,-5.6183,-5.5944,-10.27,17.16164,115.87538,-60.54626
37,fallforward,-5.1829,-8.059,-8.2217,36.03944,119.71959,-68.57791
37,fallforward,-4.0582,-6.5468,-10.5284,45.64996,112.09982,-64.52776
37,fallforward,-3.6754,-7.1928,-8.6812,33.56816,120.61199,-92.53555
37,fallforward,-2.3928,-6.6568,-9.3655,15.65141,93.01608,-85.19037
37,fallforward,-2.479,-7.6762,-9.6191,21.62366,74.82474,-73.52046
37,fallforward,-2.747,-5.1206,-7.7384,41.05064,80.72834,-128.4377
37,fallforward,-2.6321,-16.41,-7.7671,-10.22834,79.90459,-19.70156
37,fallforward,-3.9817,-10.3705,-14.7733,-78.18843,51.34762,-73.03994
37,fallforward,-0.8136,-5.9916,-9.9446,-16.06329,34.39192,-85.94548
37,fallforward,0.5695,-5.4796,-6.3123,-75.30527,50.38657,-58.55551
37,fallforward,-0.8088,-6.9057,-10.5619,-35.28433,46.47372,-52.6519
37,fallforward,-1.4453,-10.3179,-8.4945,-31.16553,47.09153,-19.08374
37,fallforward,-2.3402,-9.4995,-7.2742,-47.64071,61.7819,-21.48637
37,fallforward,-4.3837,-5.3599,-7.925,-78.25707,73.93234,-54.7113
37,fallforward,-1.7994,-6.0634,-8.7529,-59.17333,59.10468,-39.88365
37,fallforward,-0.4451,-9.801,-8.6524,-45.51266,46.7483,-33.29358
37,fallforward,1.1151,-4.9771,-12.1173,-13.31743,48.94499,-23.33983
37,fallforward,-0.7513,-6.3027,-10.8969,-14.34713,64.87099,-34.94109
37,fallforward,0.0574,-5.403,-10.0403,-2.9518,73.7264,-47.16018
37,fallforward,0.4116,-5.001,-8.7482,1.16699,44.27703,-41.05064
37,fallforward,0.0622,-5.7045,-8.8726,3.02045,13.59202,-55.80964
37,fallforward,0.6365,-5.2929,-8.5711,-7.41383,3.84421,-57.45717
37,fallforward,1.5649,-5.3073,-8.2552,-18.32863,-10.9148,-36.65726
37,fallforward,2.0148,-5.4556,-8.3079,-17.36758,-19.01509,-11.60127
37,fallforward,0.8471,-5.2259,-8.1165,-12.21909,-24.71276,-12.76826
37,fallforward,1.9238,-4.8191,-9.131,-0.13729,-24.64411,-15.17089
37,fallforward,2.254,-4.6373,-8.8774,15.926,-24.43817,-12.63097
37,fallforward,2.7422,-4.9819,-8.5232,20.25073,-24.50682,2.0594
37,fallforward,1.6271,-5.2403,-8.2313,15.44547,-28.69426,8.8554
37,fallforward,0.7992,-4.6277,-8.6668,18.05404,-38.99124,-2.0594
37,fallforward,1.8425,-4.8096,-9.4469,19.63291,-34.87245,-9.74781
37,fallforward,2.479,-6.2596,-11.0022,51.07303,-40.57011,10.50292
37,fallforward,0.1819,-5.3312,-7.681,35.21568,-27.66456,14.8963
37,fallforward,0.0239,-5.3599,-7.9872,17.71081,-44.27703,13.04285
37,fallforward,-0.4929,-5.4126,-9.4134,4.59932,-40.50146,5.9036
37,fallforward,-0.1962,-6.4415,-8.15,14.62171,-8.03165,1.78481
38,fallforward,-7.011,-2.5172,3.6084,1.23564,10.9148,-7.89435
38,fallforward,-6.3266,-2.0913,3.393,-0.75511,10.9148,-5.62902
38,fallforward,-5.6471,-1.6128,2.9815,-1.71616,10.9148,-4.32473
38,fallforward,-4.9819,-1.1246,2.8331,-0.96105,10.09104,-2.0594
38,fallforward,-4.2975,-0.8518,2.8044,-0.96105,11.12074,-1.57887
38,fallforward,-4.2401,-0.7992,2.8427,0.20594,15.99465,-5.76631
38,fallforward,-3.6658,-0.5743,2.6465,-0.34323,24.16358,-10.64022
38,fallforward,-3.1059,-0.5551,2.1679,0.61782,30.20448,-13.52337
38,fallforward,-2.747,-0.5934,1.7898,3.70691,36.51997,-13.11149
38,fallforward,-2.613,-0.6604,1.7755,4.8739,41.39387,-11.0521
38,fallforward,-2.6895,-0.9811,1.8855,6.0409,47.29747,-11.32668
38,fallforward,-2.9145,-1.2778,1.9621,4.8739,53.6816,-13.52337
38,fallforward,-2.8235,-1.3639,1.4213,1.30428,60.88949,-16.20059
38,fallforward,-3.4409,-1.2491,0.7083,0.68647,73.93234,-17.29893
38,fallforward,-4.4124,-1.6702,0.0814,1.9221,80.72834,-24.50682
38,fallforward,-5.5609,-3.1442,0.5168,1.99075,81.20887,-36.72591
38,fallforward,-6.9248,-3.7663,0.6508,-1.0297,82.99368,-48.8077
38,fallforward,-8.5137,-4.0534,1.1821,-14.62171,82.37586,-55.05453
38,fallforward,-9.4612,-3.9721,0.7801,-26.49757,74.48151,-63.15483
38,fallforward,-11.677,-3.8046,0.4068,-37.41237,66.58716,-80.31647
38,fallforward,-11.3611,-3.9482,0.0622,-49.21958,57.18258,-86.28871
38,fallforward,-9.7053,-5.2594,0.2393,-50.79845,42.9041,-83.74879
38,fallforward,-10.0211,-5.8576,0.4211,-60.27167,43.93379,-80.6597
38,fallforward,-12.2034,-6.3936,0.4068,-70.29407,55.87829,-92.12368
38,fallforward,-14.1703,-7.0493,-0.0718,-88.89728,67.41091,-124.73079
38,fallforward,-15.539,-9.6957,0.2919,-111.20741,73.03994,-191.112
38,fallforward,-16.5057,-12.0885,0.3589,-140.38219,115.80673,-227.9752
38,fallforward,-12.8925,-15.5486,-2.3545,-160.77023,130.29115,-215.82476
38,fallforward,-12.3709,-19.4154,-1.2156,-197.70208,92.74149,-165.43818
38,fallforward,-12.5097,-15.2519,0.8853,-204.29214,43.59056,-137.2931
38,fallforward,-9.3847,-6.743,-2.187,-159.05406,13.45472,-129.53604
38,fallforward,-5.1111,-4.8574,-5.1924,-136.74393,9.67916,-113.54139
38,fallforward,-1.8185,-4.4315,-5.8385,-132.00732,31.30283,-81.89534
38,fallforward,-0.9954,-5.6806,-5.9246,-137.36176,50.86709,-50.45522
38,fallforward,-0.5456,-6.2166,-4.9675,-151.1597,56.42747,-35.07839
38,fallforward,-1.6558,-5.7236,-4.4028,-144.77559,57.31987,-20.59397
38,fallforward,-3.6467,-5.7523,-5.0201,-151.64023,58.07498,-26.90945
38,fallforward,-3.1442,-6.4271,-4.8718,-135.02777,72.21617,-19.9075
39,fallforward,-5.939,-2.1775,5.0393,-1.37293,53.54431,-33.43087
39,fallforward,-7.2503,-1.1198,6.0156,-8.92405,63.22347,-51.34762
39,fallforward,-8.4514,0.4929,4.4554,-41.11928,87.24977,-88.69135
39,fallforward,-9.0305,-0.5408,4.1061,-75.16797,101.25366,-125.96642
39,fallforward,-7.5087,-2.9145,4.0917,-89.44645,147.79603,-118.20936
39,fallforward,-8.2696,-4.0534,3.6132,-87.18112,171.27314,-95.41871
39,fallforward,-8.5807,-3.8955,2.254,-62.6743,147.79603,-111.3447
39,fallforward,-9.2889,-3.4361,-8.595,-95.07547,172.92067,-116.14996
39,fallforward,-11.1745,-8.729,-6.7765,-35.14703,218.91384,-102.83253
39,fallforward,-7.791,-9.3751,-10.0786,-124.25026,213.21619,-85.80819
39,fallforward,-6.5707,-7.3029,-13.8401,-52.30867,212.46106,-30.8223
39,fallforward,-5.001,-7.1019,-13.5817,28.69426,147.65874,-19.56427
39,fallforward,-2.5651,-8.3175,-8.1165,-153.56233,347.28291,28.41967
39,fallforward,-6.2309,-7.9394,-3.326,-19.63291,707.8146,272.04629
39,fallforward,2.5172,-13.127,-6.3218,-220.63,634.70601,-18.53457
39,fallforward,-7.8006,-10.1695,6.8052,856.57168,1071.43545,-964.07217
39,fallforward,-65.1374,37.888,15.8931,287.90361,425.8832,-612.25859
39,fallforward,134.2804,1.0624,-48.2537,-1989.4457,-578.82769,1762.6375
39,fallforward,22.6361,-0.2871,-5.5131,-10.64022,-158.98541,-289.68843
39,fallforward,-15.338,-6.1926,-6.1113,0.34323,-130.15386,-412.84038
39,fallforward,0.7561,-0.3924,5.5226,239.64512,-227.22009,-162.48639
39,fallforward,3.4552,-2.5268,9.7149,654.68218,-208.41094,270.74199
39,fallforward,-14.1272,9.7723,1.7372,652.48545,761.15293,447.78145
39,fallforward,23.3109,27.2208,24.3876,878.19531,-371.44648,1247.44512
39,fallforward,-6.0634,-5.0536,26.2732,264.63247,36.79455,602.51079
39,fallforward,-11.61,-51.996,-4.3071,-603.40317,-636.90273,275.61589
39,fallforward,-30.1161,-42.956,-59.4616,-367.60229,-378.72302,505.9251
39,fallforward,-38.9695,-28.2449,-54.8674,-389.22593,136.88123,73.65775
39,fallforward,14.5531,24.7609,-4.4172,287.76633,101.94012,-206.0083
40,walk,-8.6812,-2.6321,2.9001,3.22639,-3.91285,-6.65872
40,walk,-8.4658,-2.6752,2.8379,-0.82376,-3.50097,-1.71616
40,walk,-8.3318,-2.5699,2.7087,-4.11879,-3.84421,1.51022
40,walk,-8.4993,-2.589,2.8044,-5.97225,-1.44158,2.74586
40,walk,-8.4132,-2.6369,2.857,-7.48247,2.9518,3.50097
40,walk,-8.3845,-2.6034,2.8666,-9.81646,6.31548,2.9518
40,walk,-8.1691,-2.5555,2.881,-11.80721,8.10029,3.02045
40,walk,-8.2983,-2.5364,3.0389,-13.72931,10.84616,1.85346
40,walk,-8.7625,-2.3163,3.0867,-15.65141,17.16164,-2.74586
40,walk,-8.8726,-2.2636,3.1107,-14.0039,24.16358,-6.52142
40,walk,-9.6622,-2.5555,3.6227,-15.78871,27.52727,-9.47322
40,walk,-9.3655,-2.2875,4.1874,-21.69231,20.7999,-5.21714
40,walk,-9.0544,-1.5745,4.1396,-27.04674,17.77946,-3.77556
40,walk,-8.3462,-1.2108,3.4935,-31.852,14.55307,0
40,walk,-8.1356,-1.6558,3.4122,-32.26388,6.17819,3.9815
40,walk,-8.2505,-2.1153,4.0056,-30.06719,4.05015,7.68841
40,walk,-8.7721,-1.8473,4.7139,-23.06524,4.66797,5.07984
40,walk,-9.2315,-1.4022,5.2164,-11.66991,4.39338,-3.15774
40,walk,-9.5904,-1.3783,5.269,-2.88316,3.15774,-15.10224
