dataId,label,accX,accY,accZ,gryoX,gyroY,gyroZ
2,fallforward,0.3494,-1.0624,-13.7874,11.25803,55.46641,38.71665
2,fallforward,-4.9819,-5.2451,-15.9697,56.15287,72.5594,-7.55112
2,fallforward,-7.5613,-10.9878,-15.3667,159.12271,97.75269,-70.36271
2,fallforward,-3.8189,-11.8828,-15.4528,150.61053,100.15532,-36.45132
2,fallforward,-6.0251,-8.7338,-14.1847,202.50732,111.48199,-6.24684
2,fallforward,-7.5948,-3.7184,-8.997,161.04481,84.70984,-6.65872
2,fallforward,-7.3986,2.01,-7.4417,115.4635,60.68355,1.0297
2,fallforward,-3.2303,-0.0861,-7.7958,124.52484,50.52386,-13.45472
2,fallforward,-1.1342,-2.1727,-9.4373,100.84178,43.45327,-38.37342
2,fallforward,-1.5888,-6.0012,-9.332,81.00293,36.17673,-50.38657
2,fallforward,-3.2064,-8.2983,-8.7912,61.85054,41.25658,-20.31938
2,fallforward,-3.0867,-7.3795,-8.4802,51.00439,42.08033,12.01315
2,fallforward,-3.9051,-6.5037,-8.729,53.6816,31.78335,-1.30428
2,fallforward,-4.0295,-6.274,-9.5186,52.92649,38.99124,-35.49026
3,walk,-8.7482,-2.7326,-2.9767,-3.91285,-19.01509,-10.98345
3,walk,-8.3845,-3.9194,-2.8714,-9.67916,-26.97809,-12.21909
3,walk,-10.3035,-3.2542,-2.4168,-18.19134,-28.21373,6.59007
3,walk,-11.7679,-5.4509,-3.7376,-13.93525,-54.8486,35.35297
3,walk,-10.1839,-2.4837,-3.3739,-21.69231,-18.67186,34.73515
3,walk,-10.2844,-1.9621,-3.1968,-10.22834,-20.04479,32.33253
3,walk,-9.5904,-2.0961,-3.1394,-2.88316,-23.95765,26.90945
3,walk,-10.0738,-2.1823,-3.3021,9.06134,-16.88705,13.45472
3,walk,-9.4804,-3.0245,-3.1633,15.17089,-7.20789,7.55112
3,walk,-9.0497,-2.0722,-3.5318,13.04285,-5.83496,-5.69766
3,walk,-9.1119,-1.8425,-3.6084,27.80185,-10.22834,-3.43233
3,walk,-8.6668,-3.0293,-4.1013,12.42503,3.43233,-1.85346
3,walk,-9.4804,-1.7515,-3.7615,-5.69766,3.77556,-29.51802
3,walk,-8.5137,-2.3785,-3.4983,-24.43817,-2.9518,-14.69036
3,walk,-8.4514,-2.5651,-3.7184,-28.76291,-5.42308,-0.96105
3,walk,-8.5424,-1.8616,-3.6993,-32.8817,-2.9518,16.81841
3,walk,-8.5376,-1.2491,-3.8524,-36.24538,-2.60857,23.33983
3,walk,-8.5807,-0.7466,-4.0008,-28.83155,-9.74781,4.39338
3,walk,-8.5472,-0.9045,-3.9721,-20.18209,-16.13194,-4.18744
3,walk,-8.9252,-1.0768,-4.1444,-13.18014,-15.0336,-3.91285
3,walk,-8.9252,-1.4979,-3.9338,-8.44353,-6.59007,-14.07254
3,walk,-9.0018,-2.0387,-3.6562,-4.18744,-4.39338,-23.61441
3,walk,-9.4181,-1.9621,-3.5653,-11.80721,3.91285,-34.87245
3,walk,-9.3033,-1.6463,-3.35,-17.9854,7.55112,-24.09494
3,walk,-8.8439,-1.2108,-3.527,-15.23953,4.11879,-11.25803
3,walk,-8.5424,-1.9047,-3.3595,-16.68111,-1.9221,-14.96495
3,walk,-9.7005,-1.785,-3.5988,-5.56037,-6.0409,-10.98345
3,walk,-9.0162,-1.2921,-3.1633,-0.06865,-5.07984,2.0594
3,walk,-8.5567,-1.8042,-3.6179,1.30428,-3.70691,9.61052
3,walk,-8.6955,-1.4979,-3.4217,5.07984,-2.60857,9.33593
3,walk,-8.8391,-1.6175,-3.3739,5.76631,0.27459,7.82571
3,walk,-9.6,-1.4022,-3.2447,8.03165,-0.54917,9.54187
3,walk,-9.4756,-2.0626,-3.1298,13.66066,-0.75511,1.85346
3,walk,-9.2842,-1.809,-3.2399,18.46592,-1.0297,-1.16699
3,walk,-9.3559,-1.541,-3.3021,23.33983,-0.89241,-1.37293
3,walk,-9.1167,-1.4836,-3.1394,27.32133,-2.33398,-2.60857
3,walk,-9.1406,-1.5649,-3.1107,27.8705,-4.32473,-0.75511
3,walk,-9.3894,-1.34,-3.3069,29.38072,-4.8739,10.9148
3,walk,-9.1597,-1.6941,-3.1825,31.02824,-8.16894,16.9557
3,walk,-8.9779,-2.211,-3.1298,28.69426,-6.9333,3.84421
3,walk,-9.2985,-1.6893,-3.1059,24.30088,-5.42308,9.74781
3,walk,-9.4373,-1.6558,-2.924,26.29163,-8.8554,18.74051
3,walk,-9.6861,-1.943,-2.8762,31.37147,-21.69231,11.32668
3,walk,-9.4995,-0.6173,-4.2114,19.63291,16.54382,63.97858
3,walk,-9.1884,-2.9815,-2.7326,1.78481,-22.37878,8.44353
3,walk,-9.0401,-2.0913,-2.4598,3.08909,-17.9854,-12.15044
3,walk,-9.8249,-1.2778,-2.278,8.16894,-7.34518,-4.8739
3,walk,-9.8441,-1.7133,-2.144,18.32863,-7.89435,-14.48442
3,walk,-8.9635,-2.0339,-1.9621,10.9148,-6.9333,-8.10029
3,walk,-11.0166,-1.1055,-1.9478,10.43428,-10.0224,-11.12074
3,walk,-9.9206,-0.9523,-2.2684,7.34518,-10.50292,-17.50487
3,walk,-10.3035,-1.517,-2.1153,4.18744,-7.68841,-16.9557
3,walk,-9.6096,-2.3115,-2.2014,-1.0297,-5.83496,-11.32668
3,walk,-8.4179,-2.7948,-2.3067,-1.78481,-2.19669,1.44158
3,walk,-10.1312,-2.2636,-2.3067,5.9036,-2.53992,-14.27848
3,walk,-9.3799,-1.8425,-2.9336,5.56037,0.27459,-8.71811
3,walk,-9.4851,-2.2158,-2.8618,7.00195,2.12804,-4.39338
3,walk,-9.0497,-2.4311,-2.7613,4.80526,2.0594,-3.22639
3,walk,-8.595,-2.1679,-2.8379,7.82571,4.46203,15.17089
3,walk,-9.3703,-2.0626,-3.0532,6.17819,3.43233,-1.0297
4,idle,-8.9204,-1.0481,4.2497,-0.54917,-0.89241,-0.68647
4,idle,-8.9396,-1.0576,4.2592,-0.61782,-1.0297,-0.54917
4,idle,-8.9587,-1.0672,4.2353,-0.48053,-0.89241,-0.68647
4,idle,-8.9539,-1.0337,4.2353,-0.48053,-0.68647,-1.0297
4,idle,-8.9157,-1.072,4.2497,-0.82376,-0.82376,-1.51022
4,idle,-8.93,-1.0433,4.2209,-0.89241,-0.54917,-1.44158
4,idle,-8.9827,-1.0576,4.2449,-0.89241,-0.48053,-0.89241
4,idle,-8.9874,-1.0481,4.264,-0.75511,-1.09834,-0.75511
4,idle,-8.9444,-1.0433,4.2736,-0.61782,-1.09834,-1.23564
4,idle,-8.9492,-1.1007,4.2114,-1.23564,-1.09834,-1.30428
4,idle,-8.9683,-1.1055,4.2497,0.06865,-1.64752,-0.89241
4,idle,-8.8822,-1.0911,4.1683,0.20594,-0.13729,-1.23564
4,idle,-8.93,-1.0816,4.197,-0.06865,0.75511,-0.68647
4,idle,-9.0018,-1.0911,4.197,-0.96105,0.13729,-0.48053
4,idle,-8.9252,-1.0911,4.1539,-0.89241,-0.13729,-0.41188
4,idle,-8.9779,-1.072,4.1492,-1.0297,0.20594,-1.16699
4,idle,-8.9874,-1.0863,4.197,-1.23564,-0.13729,-1.30428
4,idle,-8.9827,-1.1007,4.1539,-1.23564,-0.89241,-1.64752
4,idle,-8.9874,-1.0863,4.1587,-1.09834,-1.0297,-1.64752
4,idle,-8.9731,-1.1198,4.1635,-1.16699,-0.82376,-1.37293
4,idle,-8.9635,-1.1294,4.1539,-0.82376,-0.68647,-1.23564
4,idle,-8.9874,-1.1007,4.1396,-0.61782,-0.61782,-1.0297
4,idle,-8.9779,-1.1294,4.1444,-0.41188,-0.41188,-1.09834
4,idle,-8.9827,-1.1151,4.1204,-0.20594,-0.75511,-0.89241
4,idle,-9.0257,-1.1151,4.1204,-0.34323,-0.34323,-1.0297
4,idle,-9.0018,-1.0959,4.1444,-0.27459,-0.68647,-0.20594
4,idle,-9.0018,-1.1151,4.1492,-0.06865,-1.09834,-0.27459
4,idle,-9.0209,-1.0959,4.1348,0.20594,-1.09834,-0.82376
4,idle,-8.9779,-1.1198,4.1635,0.68647,-1.16699,-1.0297
4,idle,-8.9779,-1.1198,4.1348,0.48053,-1.16699,-1.30428
4,idle,-8.9779,-1.1198,4.1348,0.75511,-1.23564,-0.68647
4,idle,-9.0018,-1.1438,4.1348,0.54917,-1.23564,-0.68647
4,idle,-8.9731,-1.1246,4.1013,0.54917,-1.0297,-0.68647
4,idle,-8.997,-1.1151,4.1348,0.68647,-1.0297,-1.0297
4,idle,-8.9827,-1.1246,4.1157,0.89241,-1.16699,-1.51022
4,idle,-8.9922,-1.139,4.1157,0.68647,-1.09834,-1.57887
4,idle,-8.9922,-1.1198,4.1109,0.61782,-1.30428,-1.16699
4,idle,-8.9779,-1.1198,4.0965,0.41188,-1.30428,-0.75511
4,idle,-8.997,-1.1007,4.1252,0.27459,-1.51022,-0.82376
4,idle,-9.0018,-1.1246,4.1348,0.27459,-1.57887,-0.82376
4,idle,-9.0018,-1.1055,4.1061,0.13729,-1.37293,-0.54917
4,idle,-8.9827,-1.1246,4.1061,0.20594,-1.51022,-0.75511
4,idle,-9.0066,-1.0959,4.1157,0,-1.51022,-0.82376
4,idle,-8.9922,-1.1438,4.13,0.13729,-1.64752,-0.82376
4,idle,-9.0162,-1.1294,4.1539,0.34323,-2.12804,-0.61782
4,idle,-9.0114,-1.1246,4.1396,0,-1.9221,-0.68647
4,idle,-9.0066,-1.1103,4.0774,-0.82376,-1.44158,-0.54917
4,idle,-9.0018,-1.1677,4.0917,0.27459,-1.64752,-0.61782
4,idle,-8.9396,-1.1342,4.1348,0.96105,-1.37293,-0.89241
4,idle,-9.0114,-1.1007,4.063,0.48053,-0.13729,-0.82376
5,idle,-9.0784,-0.1484,3.9721,-0.13729,-1.16699,-1.71616
5,idle,-9.0975,-0.1436,4.0295,-0.06865,-1.09834,-1.85346
5,idle,-9.0544,-0.0957,4.0104,0,-0.89241,-1.85346
5,idle,-9.1023,-0.1005,3.996,0,-0.96105,-1.23564
5,idle,-9.1167,-0.2584,4.0104,-0.34323,-1.09834,-0.96105
5,idle,-9.0592,-0.2154,4.0199,-1.09834,-1.0297,-1.0297
5,idle,-9.0736,-0.201,4.0487,-1.37293,-1.0297,-0.82376
5,idle,-9.0305,-0.1962,4.0295,-1.99075,-0.68647,-0.48053
5,idle,-9.1167,-0.2536,4.0247,-2.74586,-0.89241,0.20594
5,idle,-9.1167,-0.1675,3.9482,-2.26534,-0.48053,0.82376
5,idle,-9.1262,-0.2728,4.0917,-0.89241,-0.68647,0.13729
5,idle,-9.0784,-0.1675,3.9864,-1.0297,0,0.06865
5,idle,-9.0975,-0.3206,3.9625,-2.26534,0.54917,-0.48053
5,idle,-9.0832,-0.3302,4.0295,-1.57887,0.34323,-0.41188
5,idle,-9.0544,-0.2393,4.0247,-1.16699,-0.06865,-1.23564
5,idle,-9.1119,-0.1771,4.0056,0.27459,-0.27459,-1.99075
5,idle,-9.1502,-0.201,3.9625,1.0297,-0.20594,-2.19669
5,idle,-9.1789,-0.2536,3.9529,1.57887,-0.54917,-2.53992
5,idle,-9.1597,-0.3876,3.9625,1.09834,-0.89241,-2.67722
5,idle,-9.1406,-0.2632,3.9817,0.96105,-1.30428,-2.88316
5,idle,-9.1406,-0.201,3.9817,1.85346,-1.16699,-3.08909
5,idle,-9.1262,-0.2824,3.9242,2.33398,-0.89241,-3.02045
5,idle,-9.0879,-0.3637,3.9099,2.74586,-0.54917,-2.81451
5,idle,-9.0832,-0.3254,3.9529,3.29503,-0.34323,-3.50097
5,idle,-9.0162,-0.2536,4.0056,3.29503,0.13729,-3.77556
5,idle,-9.064,-0.2393,3.929,3.02045,0.41188,-3.77556
5,idle,-9.0736,-0.3015,3.8955,3.36368,1.0297,-3.56962
5,idle,-9.064,-0.3254,3.8429,3.9815,1.64752,-3.50097
5,idle,-9.0975,-0.3589,3.8094,4.94255,2.33398,-4.59932
5,idle,-9.1693,-0.3829,3.8046,4.46203,3.08909,-5.49172
5,idle,-9.2172,-0.3924,3.8189,3.70691,2.60857,-5.21714
5,idle,-9.265,-0.3063,3.8429,3.63827,1.78481,-4.73661
5,idle,-9.2459,-0.2249,3.7615,3.43233,1.44158,-4.59932
5,idle,-9.2315,-0.3254,3.8285,4.94255,0,-4.80526
5,idle,-9.1119,-0.2393,3.7184,5.9036,1.0297,-3.9815
5,idle,-9.1597,-0.3015,3.7711,7.27653,1.64752,-3.84421
5,idle,-9.1023,-0.3637,3.7567,6.10954,2.53992,-3.77556
5,idle,-9.198,-0.335,3.6658,4.8739,2.9518,-4.8739
5,idle,-9.2076,-0.3398,3.6945,3.77556,3.08909,-5.21714
5,idle,-9.198,-0.3254,3.6945,3.29503,3.08909,-5.56037
5,idle,-9.2602,-0.3254,3.6945,3.08909,3.02045,-5.9036
5,idle,-9.2554,-0.3541,3.6562,3.29503,2.53992,-5.83496
5,idle,-9.2554,-0.3494,3.6371,3.77556,2.26534,-5.83496
5,idle,-9.2602,-0.3733,3.6132,4.05015,1.85346,-6.0409
5,idle,-9.2363,-0.4307,3.6323,4.05015,1.64752,-5.83496
5,idle,-9.2698,-0.4499,3.594,3.84421,1.23564,-5.83496
5,idle,-9.3033,-0.4211,3.5222,3.91285,1.09834,-5.69766
5,idle,-9.3416,-0.4211,3.5797,3.43233,0.89241,-5.97225
5,idle,-9.2937,-0.4307,3.5222,2.67722,0.54917,-5.56037
5,idle,-9.3081,-0.4499,3.5222,2.40263,0.89241,-5.14849
6,walk,-9.9111,-2.6417,-2.8427,-7.20789,-12.69961,-1.09834
6,walk,-9.5713,-2.1009,-2.881,-8.23759,-15.0336,-2.60857
6,walk,-9.3416,-2.0291,-2.9097,-6.17819,-15.23953,-5.56037
6,walk,-9.2219,-2.345,-2.9145,-5.76631,-12.69961,-7.75706
6,walk,-8.9348,-2.6034,-3.1872,-7.41383,-10.84616,-8.9927
6,walk,-8.8917,-2.6177,-3.4265,-7.27653,-9.47322,-8.64947
6,walk,-8.9587,-2.723,-3.3882,-5.21714,-7.75706,-10.22834
6,walk,-8.8917,-2.857,-3.2877,-4.46203,-6.52142,-8.92405
6,walk,-8.7338,-2.9575,-3.192,-3.84421,-6.38413,-6.79601
6,walk,-8.1835,-3.0389,-3.4265,-3.56962,-6.9333,-3.84421
6,walk,-7.8676,-3.0915,-3.5509,-0.27459,-6.72736,0.06865
6,walk,-7.7097,-3.082,-3.6514,3.36368,-6.31548,3.91285
6,walk,-8.0351,-3.3691,-3.6802,4.66797,-4.80526,6.65872
6,walk,-8.3701,-3.8524,-3.3835,2.53992,-5.42308,6.24684
6,walk,-8.7099,-3.8907,-3.2207,-1.23564,-5.83496,7.00195
6,walk,-8.9731,-3.7711,-3.0867,-4.8739,-5.76631,6.79601
6,walk,-8.9874,-3.4935,-2.9815,-8.10029,-6.24684,7.963
6,walk,-9.064,-3.058,-2.924,-9.67916,-6.65872,5.56037
6,walk,-8.8343,-2.6704,-2.9049,-9.33593,-6.59007,1.51022
6,walk,-8.7529,-2.7805,-2.948,-8.23759,-5.83496,-2.12804
6,walk,-8.7051,-3.0867,-2.8953,-8.51217,-4.39338,-3.15774
6,walk,-8.7434,-3.1825,-2.857,-10.50292,-4.46203,-2.74586
6,walk,-8.7673,-3.125,-2.8475,-11.80721,-4.18744,-1.16699
6,walk,-8.729,-2.9097,-2.8953,-10.98345,-3.29503,1.37293
6,walk,-8.8343,-2.8331,-2.7709,-11.25803,-2.81451,5.42308
6,walk,-8.8199,-2.814,-2.7135,-11.32668,-1.37293,10.09104
6,walk,-8.6429,-2.7374,-2.68,-13.24878,-3.08909,11.66991
6,walk,-8.8295,-2.8092,-2.5651,-15.51412,-5.49172,9.12999
6,walk,-8.8391,-2.656,-2.5603,-15.44547,-6.59007,8.92405
6,walk,-8.9492,-2.6082,-2.5651,-14.07254,-7.68841,6.79601
6,walk,-8.9779,-2.5077,-2.5986,-12.9742,-8.10029,6.38413
6,walk,-9.0927,-2.589,-2.589,-13.38608,-7.00195,6.72736
6,walk,-9.0544,-2.6656,-2.5172,-14.48442,-6.72736,7.41383
6,walk,-9.1789,-2.589,-2.5077,-14.07254,-8.30623,6.86466
6,walk,-9.4373,-2.546,-2.4168,-12.76826,-9.47322,4.39338
6,walk,-9.4086,-2.3498,-2.4072,-10.70886,-9.81646,3.91285
6,walk,-9.6048,-2.3737,-2.278,-8.23759,-9.67916,3.63827
6,walk,-9.6766,-2.3785,-2.0483,-6.86466,-10.57157,4.25609
6,walk,-9.6431,-2.3402,-1.809,-7.27653,-12.69961,5.49172
6,walk,-9.7005,-2.211,-1.6463,-6.38413,-14.48442,6.59007
6,walk,-9.667,-2.0626,-1.4453,-2.81451,-15.58277,7.68841
6,walk,-9.5234,-2.0626,-1.7707,-2.26534,-14.62171,10.15969
6,walk,-9.8967,-2.3689,-1.785,2.40263,-11.32668,11.39533
6,walk,-10.3226,-2.4407,-2.3689,10.77751,-0.54917,13.93525
6,walk,-9.4947,-2.7422,-2.2445,12.8369,-1.09834,16.54382
6,walk,-9.9302,-2.3641,-2.5747,9.47322,-4.05015,11.18939
6,walk,-11.007,-2.0674,-2.7135,10.57157,-1.99075,5.35443
6,walk,-11.2702,-2.2158,-2.6417,6.52142,-0.13729,2.74586
6,walk,-10.0116,-2.2205,-2.8044,-1.71616,-5.9036,6.31548
6,walk,-9.3655,-1.4118,-2.9336,-4.32473,-11.73856,8.58082
6,walk,-9.3081,-1.1342,-2.948,-2.74586,-13.8666,6.9333
6,walk,-9.4851,-1.3687,-2.7852,-3.15774,-13.59202,4.46203
6,walk,-9.1167,-1.7803,-2.8187,-6.45278,-14.20984,3.36368
6,walk,-8.7769,-1.7468,-2.9145,-10.98345,-14.07254,2.53992
6,walk,-8.2361,-1.4979,-3.1107,-11.73856,-13.59202,0.82376
6,walk,-8.2361,-1.6223,-3.1298,-9.40458,-12.42503,-1.0297
6,walk,-8.5615,-2.0195,-3.393,-10.64022,-10.77751,-1.0297
6,walk,-8.8917,-2.2301,-3.46,-15.926,-11.46397,-0.20594
6,walk,-9.2124,-2.0865,-3.5127,-15.65141,-10.36563,4.18744
6,walk,-9.6431,-2.1344,-3.259,-12.08179,-8.92405,5.28578
6,walk,-9.7531,-1.8808,-2.9192,-9.95375,-11.12074,2.81451
6,walk,-10.0499,-1.5793,-2.6273,-8.10029,-14.69036,1.0297
6,walk,-9.9063,-1.5362,-2.546,-6.59007,-17.9854,-0.68647
6,walk,-9.5713,-1.3208,-2.4407,-3.15774,-19.83885,-2.81451
6,walk,-9.5617,-1.3639,-2.2588,0.89241,-21.55502,-6.17819
